age,gender,education,marital_status,credit_limit,credit_score,payment_ratio,days_overdue,num_prev_defaults,employment_months,debt_to_income,utilizacion_credito,loan_purpose,pay_hist_mes1,pay_hist_mes2,pay_hist_mes3,bill_amt_mes1,bill_amt_mes2,pay_amt_mes1,pay_amt_mes2,DEFAULT
58,2,2,2,150000,542,0.2038,62,0,70,0.7184,0.2978,educacion,-1,0,2,44675.0,108683.0,956.0,9983.0,1
43,2,2,2,50000,475,0.0889,150,0,46,0.5212,1.0,consumo,0,0,5,56059.0,10831.0,13905.0,4959.0,1
73,2,3,1,150000,697,0.0954,125,0,25,0.1029,0.431,vehiculo,2,-1,4,64644.0,23689.0,14632.0,2999.0,0
45,2,1,1,200000,708,0.3678,35,0,18,0.2776,0.0213,consumo,-1,-1,-1,4250.0,186364.0,51000.0,20631.0,0
24,2,2,1,200000,748,0.1416,95,0,47,0.0352,0.7343,consumo,-1,0,3,146856.0,73255.0,13680.0,9528.0,0
50,1,1,2,10000,730,0.6309,123,0,42,0.0424,0.3515,educacion,-1,4,0,3515.0,46708.0,3570.0,26676.0,0
50,1,1,2,150000,424,0.2693,104,2,173,0.5856,0.4116,consumo,3,-1,0,61736.0,61938.0,3768.0,16689.0,1
33,2,1,1,50000,550,0.1777,120,1,35,0.6179,1.0,educacion,-1,-1,-1,52468.0,107170.0,874.0,10217.0,1
62,1,3,1,20000,593,0.7527,97,0,68,0.6071,1.0,negocio,-1,1,3,54896.0,34206.0,10791.0,19461.0,1
69,2,2,1,200000,758,0.4798,181,0,115,0.2846,0.4816,consumo,-1,6,-1,96321.0,9667.0,749.0,31685.0,0
34,2,1,3,80000,572,0.0741,103,1,50,0.4945,0.1802,vivienda,-1,3,-1,14420.0,178983.0,2668.0,1455.0,1
76,1,1,1,200000,704,0.2559,71,0,99,0.0477,0.1056,consumo,0,0,0,21126.0,29692.0,349.0,7837.0,0
67,1,2,1,100000,674,0.0776,69,0,57,0.1004,0.5385,consumo,2,0,-1,53851.0,338078.0,8978.0,5480.0,0
28,2,2,1,50000,752,0.27,94,0,116,0.0692,0.976,vivienda,-1,-1,3,48799.0,90453.0,28300.0,13098.0,0
75,2,2,1,100000,447,0.3014,67,3,23,0.6364,0.745,consumo,-1,-1,-1,74498.0,79952.0,4968.0,22400.0,1
44,1,2,3,300000,728,0.4946,67,0,26,0.1023,0.0451,vehiculo,-1,-1,-1,13536.0,7859.0,70532.0,11268.0,0
38,2,2,1,100000,802,0.4809,95,1,74,0.076,1.0,negocio,0,0,-1,102964.0,23206.0,29771.0,26429.0,0
55,2,3,1,200000,451,0.228,162,0,4,0.5098,0.4715,educacion,0,5,0,94306.0,17901.0,1046.0,12647.0,1
45,2,2,1,200000,691,0.4115,158,0,2,0.3133,1.0,consumo,0,0,-1,242726.0,23336.0,34186.0,20852.0,0
37,2,3,2,50000,670,0.096,282,0,4,0.2022,1.0,negocio,4,7,0,80762.0,102997.0,2443.0,2560.0,0
52,1,1,1,20000,742,0.5599,60,3,1,0.7044,0.1034,negocio,2,0,-1,2068.0,8635.0,14456.0,1443.0,1
76,2,1,1,500000,725,1.3172,180,0,352,0.1106,0.1146,educacion,0,0,0,57304.0,12816.0,44490.0,42041.0,0
44,1,1,3,200000,744,0.5577,41,0,28,0.179,0.0466,vivienda,0,1,1,9328.0,3546.0,24312.0,13853.0,0
27,1,1,1,100000,669,0.4255,71,0,74,0.0885,0.1215,educacion,-1,0,2,12151.0,2818.0,1182.0,9289.0,0
33,1,4,3,300000,713,0.2291,217,1,102,0.1082,0.1848,consumo,7,0,0,55442.0,84554.0,1338.0,5319.0,0
47,1,2,1,100000,603,0.1704,64,1,152,0.1493,0.3307,vehiculo,-1,2,0,33070.0,16002.0,2514.0,161.0,0
68,2,2,1,100000,604,0.1712,97,1,102,0.0604,0.2167,educacion,0,2,3,21672.0,107248.0,3540.0,1915.0,0
25,1,2,2,100000,536,0.2902,96,0,8,0.4539,1.0,consumo,2,1,0,106434.0,13726.0,6286.0,11023.0,1
56,2,2,1,200000,585,0.0828,241,0,44,0.1892,0.0458,negocio,8,0,0,9151.0,147278.0,9972.0,4273.0,0
46,2,1,1,50000,532,0.2323,128,2,11,0.1652,0.5845,vehiculo,1,3,2,29227.0,87866.0,19146.0,11181.0,1
62,2,2,2,50000,419,0.3729,161,0,49,0.4521,0.7889,educacion,-1,3,0,39447.0,53236.0,10215.0,12178.0,1
65,2,2,1,10000,486,0.2843,278,1,8,0.4532,1.0,educacion,-1,9,-1,14410.0,41268.0,12640.0,35233.0,1
51,2,3,3,150000,457,0.5912,161,3,24,0.5017,0.0743,consumo,0,5,2,11151.0,30040.0,6145.0,15016.0,1
30,1,2,1,30000,582,0.4963,222,0,55,0.0502,1.0,vehiculo,-1,7,-1,41300.0,3476.0,6874.0,3054.0,0
66,2,3,2,30000,817,0.2729,158,1,28,0.0782,0.0165,vivienda,0,5,5,496.0,24934.0,881.0,13.0,0
46,1,2,1,80000,529,0.136,190,1,26,0.3985,0.5866,vehiculo,1,2,-1,46925.0,22756.0,851.0,978.0,0
42,2,1,1,200000,685,0.239,127,0,88,0.0234,0.2398,vehiculo,1,0,-1,47959.0,27792.0,21460.0,547.0,0
32,1,2,3,100000,414,1.2449,134,1,236,0.3484,0.2441,educacion,0,0,0,24411.0,44775.0,3037.0,14733.0,1
52,2,2,2,200000,644,0.5531,164,0,23,0.2607,0.1288,educacion,-1,0,1,25759.0,28933.0,1908.0,5802.0,0
47,1,2,2,10000,501,0.3363,190,3,23,0.3262,1.0,educacion,0,6,1,23175.0,51484.0,17309.0,22448.0,1
53,1,1,1,20000,710,0.275,124,0,21,0.2017,0.0711,consumo,-1,4,-1,1422.0,19482.0,3354.0,20344.0,0
73,2,1,1,150000,614,0.5359,97,0,58,0.1666,0.1516,educacion,3,2,-1,22746.0,49703.0,9658.0,19139.0,0
72,2,1,1,30000,653,0.315,158,2,93,0.3945,0.0977,vehiculo,5,-1,-1,2932.0,82811.0,24975.0,43540.0,1
40,1,2,2,300000,589,0.1233,131,1,21,0.2721,0.3799,vivienda,4,2,-1,113980.0,8549.0,5512.0,27513.0,1
59,2,3,1,150000,667,0.3261,120,1,30,0.239,0.3637,consumo,0,0,0,54550.0,39725.0,10396.0,15250.0,0
61,1,2,1,150000,601,0.5812,134,1,121,0.1056,0.0906,consumo,-1,3,-1,13594.0,60008.0,3646.0,16476.0,0
60,2,2,1,10000,748,0.1272,132,0,24,0.0417,1.0,consumo,2,2,0,132381.0,140861.0,2602.0,24005.0,0
33,2,2,2,100000,737,0.2146,95,1,51,0.0675,0.5359,consumo,0,-1,-1,53594.0,56273.0,528.0,5213.0,0
34,1,2,1,80000,663,0.344,161,0,12,0.0969,1.0,consumo,1,0,0,154627.0,82607.0,1555.0,10569.0,0
64,2,1,1,20000,644,0.4196,71,0,15,0.1721,1.0,consumo,-1,0,-1,59951.0,82861.0,4779.0,5568.0,0
60,1,3,1,100000,578,0.4448,122,1,102,0.5303,0.0659,educacion,4,0,2,6591.0,109466.0,7481.0,13006.0,1
73,1,1,1,20000,470,0.5506,159,1,8,0.4763,0.1859,consumo,5,0,2,3719.0,12374.0,7790.0,4282.0,1
42,2,1,1,80000,657,0.2415,70,0,205,0.3334,0.8182,vivienda,-1,2,-1,65460.0,57120.0,15247.0,19946.0,0
38,2,1,2,20000,693,0.4638,93,0,27,0.2866,0.2001,educacion,0,1,-1,4002.0,51044.0,33750.0,32417.0,0
68,2,1,1,10000,566,0.4533,217,1,30,0.5149,0.1842,consumo,1,-1,-1,1842.0,20970.0,26365.0,8800.0,1
49,1,2,1,50000,650,0.2431,121,0,26,0.0772,0.181,consumo,-1,0,2,9051.0,18905.0,19188.0,684.0,0
63,2,1,1,50000,621,0.3451,100,4,76,0.6918,0.4234,consumo,-1,3,2,21171.0,2963.0,17029.0,13586.0,1
36,2,2,1,80000,699,0.1418,32,0,29,0.1024,1.0,vehiculo,-1,-1,-1,319021.0,61037.0,8530.0,26992.0,0
66,2,2,1,500000,792,0.275,101,0,43,0.188,0.1546,consumo,3,0,0,77304.0,29968.0,5293.0,4673.0,0
55,1,2,1,10000,683,0.3751,187,0,126,0.0309,1.0,consumo,-1,2,-1,31925.0,38057.0,41101.0,8161.0,0
73,2,1,1,30000,637,0.1776,153,0,50,0.2516,0.3916,vehiculo,0,3,5,11749.0,4187.0,1903.0,10692.0,0
54,2,2,1,80000,461,0.1975,240,2,128,0.5638,0.8835,consumo,-1,0,1,70678.0,51895.0,38140.0,14738.0,1
23,2,2,1,50000,543,0.2101,13,0,30,0.1332,0.3457,vehiculo,-1,-1,0,17283.0,62217.0,6476.0,30943.0,0
24,1,1,2,80000,549,0.4818,154,2,6,0.318,0.252,consumo,0,5,-1,20160.0,163591.0,20854.0,29485.0,1
74,2,3,1,150000,650,0.223,40,1,12,0.2926,0.6234,consumo,-1,0,1,93507.0,48125.0,539.0,1602.0,0
25,2,1,1,50000,508,0.2829,129,1,9,0.3173,1.0,negocio,3,0,-1,142417.0,2368.0,7533.0,19037.0,1
30,2,2,1,50000,692,0.8784,284,0,12,0.0929,1.0,consumo,0,-1,9,81896.0,18653.0,2898.0,30704.0,0
72,2,2,1,30000,525,0.1092,97,0,14,0.4453,0.9041,vehiculo,1,0,3,27124.0,63942.0,17027.0,1083.0,1
49,1,1,2,150000,712,0.5369,14,0,21,0.4686,0.204,negocio,0,0,0,30594.0,32092.0,15449.0,3234.0,0
52,1,3,1,20000,523,0.5229,216,3,157,0.4571,0.7641,educacion,7,-1,2,15283.0,3172.0,14548.0,2411.0,1
51,2,1,1,80000,502,0.1855,160,2,12,0.4904,0.5239,consumo,0,-1,0,41909.0,151269.0,11023.0,18265.0,1
22,1,2,1,50000,468,0.3622,44,2,3,0.6524,0.1865,consumo,-1,-1,0,9325.0,34314.0,19922.0,29864.0,1
32,2,1,1,100000,744,0.2709,244,0,71,0.2016,0.1031,consumo,-1,8,2,10313.0,39211.0,10864.0,7812.0,0
47,2,2,2,80000,491,0.6388,191,3,28,0.3251,0.131,vehiculo,6,-1,4,10484.0,17773.0,4224.0,3814.0,1
25,1,3,2,50000,686,0.4705,7,0,2,0.0856,0.5624,consumo,-1,0,-1,28119.0,38911.0,16181.0,33020.0,0
57,2,2,2,20000,647,0.2597,91,0,2,0.1875,1.0,negocio,0,2,0,47452.0,98898.0,8357.0,17230.0,0
47,2,1,1,20000,477,1.4671,130,0,63,0.594,0.8759,negocio,-1,0,3,17518.0,1698.0,4549.0,30238.0,1
43,2,2,2,100000,750,0.1359,44,0,28,0.2973,0.391,educacion,0,0,-1,39101.0,1007.0,2718.0,16191.0,0
53,2,2,1,80000,791,0.3023,126,1,22,0.2346,1.0,educacion,-1,4,-1,135127.0,72032.0,2227.0,24014.0,1
24,1,2,1,150000,713,0.1119,32,1,86,0.1181,0.6536,consumo,-1,0,0,98041.0,18178.0,294.0,9999.0,0
41,2,3,2,300000,592,0.4078,248,0,62,0.0268,0.1362,educacion,1,0,1,40851.0,45941.0,6126.0,5812.0,0
44,2,3,1,100000,566,0.2788,32,0,7,0.0386,1.0,consumo,-1,-1,1,108491.0,14198.0,8258.0,3449.0,0
64,2,1,1,300000,844,0.3484,188,0,1,0.1427,0.0372,educacion,0,6,6,11161.0,15502.0,7225.0,1864.0,0
51,1,2,2,10000,601,0.2815,182,3,31,0.2759,1.0,consumo,5,0,-1,35270.0,94275.0,16193.0,19117.0,1
64,1,3,1,80000,529,0.3635,122,0,24,0.7206,0.632,negocio,3,-1,0,50559.0,36664.0,41245.0,12325.0,1
68,2,1,1,30000,551,0.4449,2,0,9,0.2627,1.0,educacion,0,0,-1,129361.0,185791.0,12979.0,18641.0,0
44,1,1,2,20000,601,0.1348,72,1,19,0.2276,0.1602,educacion,-1,2,0,3203.0,48680.0,4061.0,1672.0,0
69,2,1,1,30000,619,0.7953,213,2,45,0.5157,0.2062,negocio,6,-1,3,6186.0,1900.0,6412.0,16140.0,1
73,1,1,1,200000,569,0.4078,94,0,11,0.2389,0.326,consumo,-1,0,3,65206.0,7350.0,8565.0,35430.0,0
30,1,3,1,100000,788,0.1986,185,0,34,0.275,0.0593,consumo,2,0,6,5930.0,219723.0,1965.0,5273.0,0
69,1,2,2,150000,765,0.3751,131,1,3,0.4205,0.6922,vivienda,-1,3,3,103827.0,25217.0,4497.0,32209.0,1
69,1,2,1,80000,418,0.1703,133,3,95,0.6355,1.0,educacion,0,-1,-1,121094.0,705.0,6399.0,36310.0,1
70,2,1,1,30000,627,0.1947,130,2,27,0.6828,1.0,consumo,0,4,0,34962.0,26351.0,42347.0,2659.0,1
22,2,1,2,80000,686,0.3855,153,0,54,0.1201,0.3335,consumo,2,-1,-1,26678.0,17606.0,16325.0,12864.0,0
51,1,2,1,30000,803,0.3698,125,0,32,0.1462,0.3262,vivienda,-1,-1,-1,9787.0,9475.0,7681.0,464.0,0
45,1,2,2,500000,608,0.2592,60,0,13,0.1817,0.1057,vehiculo,-1,0,2,52834.0,102461.0,17340.0,28829.0,0
24,1,2,1,150000,326,0.4163,73,1,1,0.527,0.2272,consumo,-1,-1,0,34077.0,11396.0,560.0,1474.0,1
71,1,1,1,10000,487,0.336,190,2,27,0.6213,1.0,educacion,-1,6,0,161997.0,40433.0,3467.0,12147.0,1
31,2,2,1,500000,414,0.5945,125,1,2,0.1909,0.0451,vehiculo,0,-1,4,22548.0,23695.0,5317.0,12211.0,1
37,2,3,1,20000,780,0.8378,161,0,89,0.1305,1.0,consumo,5,-1,-1,59903.0,23616.0,49917.0,83383.0,0
64,2,2,1,100000,501,0.3793,12,1,22,0.7457,0.3707,consumo,0,0,-1,37067.0,4151.0,24800.0,48866.0,1
22,2,2,1,50000,655,0.9683,38,0,60,0.074,0.7959,educacion,0,-1,0,39795.0,2844.0,20301.0,21960.0,0
26,2,1,1,80000,633,0.9903,41,0,17,0.1079,0.0093,consumo,0,-1,-1,746.0,77934.0,69512.0,25328.0,0
29,2,1,1,150000,606,0.4508,121,0,8,0.2494,0.2312,consumo,1,-1,1,34680.0,68206.0,38690.0,4901.0,0
25,2,2,2,50000,780,0.5336,93,0,84,0.3139,1.0,consumo,3,-1,1,78793.0,15747.0,3791.0,4628.0,0
40,2,2,1,20000,550,0.1613,220,3,3,0.2594,1.0,consumo,-1,0,1,173365.0,199509.0,1797.0,192.0,1
49,2,1,1,100000,687,0.4213,13,1,32,0.1007,0.2288,vivienda,-1,0,0,22878.0,83486.0,10465.0,7710.0,0
41,1,1,1,10000,647,0.3872,68,0,109,0.067,0.846,educacion,-1,0,1,8461.0,7919.0,6706.0,6642.0,0
29,2,2,1,30000,657,1.5339,151,0,177,0.1248,0.3324,consumo,1,-1,-1,9973.0,23841.0,7699.0,10288.0,0
48,2,1,1,10000,523,0.1499,39,0,74,0.7093,1.0,educacion,-1,1,1,49639.0,14869.0,10022.0,352.0,1
75,2,3,3,150000,553,0.3336,102,0,163,0.322,0.0331,educacion,0,3,0,4970.0,82212.0,6114.0,2837.0,1
28,1,2,2,200000,472,0.5349,220,4,87,0.3887,0.0036,consumo,7,0,-1,712.0,49741.0,13099.0,7675.0,1
51,2,2,1,50000,635,0.2461,280,4,2,0.5556,0.9744,negocio,0,2,-1,48723.0,43298.0,1576.0,23980.0,1
40,2,1,2,50000,654,0.342,191,0,82,0.056,0.1816,negocio,0,6,2,9080.0,19047.0,1585.0,12857.0,0
47,1,3,1,20000,602,0.3333,90,2,26,0.5164,1.0,vivienda,-1,2,3,126518.0,6900.0,9142.0,23014.0,1
28,2,2,2,10000,657,0.2544,40,2,53,0.3847,1.0,vehiculo,0,0,0,221706.0,37831.0,16709.0,2551.0,1
74,2,2,1,30000,680,0.3187,36,0,1,0.0856,0.3405,consumo,-1,1,-1,10215.0,16616.0,9177.0,30910.0,0
41,1,1,3,200000,725,0.4117,191,1,55,0.1868,0.0902,vehiculo,-1,1,6,18032.0,43435.0,21876.0,4411.0,0
48,2,1,2,100000,610,0.2903,126,1,60,0.5957,0.0773,consumo,4,0,-1,7731.0,29426.0,11589.0,7381.0,1
43,1,2,2,10000,604,0.6804,283,1,70,0.1434,0.1961,consumo,5,0,0,1962.0,37362.0,1060.0,14374.0,0
26,2,2,1,100000,584,0.2561,157,1,28,0.0454,0.1832,vivienda,4,0,2,18316.0,147398.0,5299.0,1401.0,0
23,2,1,2,10000,705,0.237,103,0,32,0.0537,1.0,consumo,0,0,0,70563.0,7643.0,21324.0,11092.0,0
25,2,1,1,50000,520,0.3312,158,1,147,0.1347,0.4874,consumo,0,5,0,24371.0,46229.0,3605.0,9016.0,0
29,2,1,3,300000,850,0.3074,254,0,21,0.0365,0.0992,vehiculo,0,8,0,29759.0,43866.0,12194.0,33507.0,0
27,2,2,1,100000,679,1.0512,43,0,14,0.106,0.0181,consumo,0,-1,-1,1809.0,79247.0,2643.0,34905.0,0
24,2,1,2,100000,775,0.2617,8,0,24,0.0587,0.66,educacion,-1,-1,-1,66001.0,9537.0,12997.0,9278.0,0
59,1,2,2,100000,698,0.4545,151,0,14,0.3645,0.0852,vehiculo,-1,5,3,8525.0,77099.0,4006.0,25736.0,0
25,2,2,1,20000,406,0.1211,186,3,54,0.2901,1.0,educacion,6,0,0,171887.0,24853.0,13869.0,23762.0,1
31,1,2,1,20000,422,0.4153,128,1,105,0.4886,1.0,consumo,2,-1,4,131587.0,6395.0,6270.0,62715.0,1
35,1,1,1,50000,492,0.4395,127,5,7,0.5022,0.1144,educacion,0,0,-1,5722.0,1228.0,5630.0,49693.0,1
54,2,1,1,20000,726,0.2075,278,0,52,0.112,1.0,vivienda,-1,-1,-1,40449.0,52782.0,13198.0,5413.0,0
33,2,2,2,10000,578,0.2599,279,0,28,0.0461,1.0,negocio,0,9,9,31647.0,70408.0,3381.0,41239.0,0
74,2,1,3,50000,706,0.3512,74,0,3,0.1877,1.0,consumo,0,1,2,87712.0,1349.0,10494.0,11771.0,0
68,1,2,2,80000,678,0.2063,222,1,218,0.5868,0.539,consumo,0,7,2,43124.0,31124.0,12699.0,56113.0,1
27,1,2,2,10000,684,0.1891,43,0,138,0.2433,1.0,negocio,0,0,0,97803.0,10114.0,19165.0,10991.0,0
60,2,4,2,500000,686,0.883,72,0,35,0.3054,0.0358,vehiculo,2,0,-1,17878.0,80139.0,14743.0,34063.0,0
26,1,2,1,150000,620,0.4223,14,1,11,0.1957,0.4887,negocio,0,-1,-1,73299.0,5094.0,26656.0,10865.0,0
76,1,1,2,150000,622,0.3959,160,0,102,0.1944,0.112,consumo,4,0,-1,16797.0,125084.0,56571.0,35708.0,0
59,2,2,1,200000,805,0.146,164,0,101,0.166,0.3296,educacion,5,0,4,65928.0,75769.0,6622.0,3836.0,0
70,2,3,1,100000,770,0.174,188,1,134,0.1129,1.0,consumo,0,3,6,170760.0,197439.0,2563.0,21562.0,0
50,1,3,1,50000,580,0.4012,272,1,25,0.6246,0.2996,consumo,-1,-1,0,14981.0,27908.0,258.0,3850.0,1
42,1,3,2,80000,685,0.1882,194,0,56,0.2048,0.5301,negocio,2,0,0,42412.0,88765.0,10742.0,9168.0,0
45,2,3,1,20000,625,0.2987,122,0,18,0.0651,0.8669,consumo,3,-1,4,17339.0,56956.0,675.0,323.0,0
48,2,1,2,50000,638,0.166,283,1,10,0.5483,0.0177,educacion,-1,-1,-1,887.0,46117.0,557.0,8540.0,1
74,1,1,1,150000,498,0.4123,188,3,40,0.6447,0.3525,vehiculo,0,6,2,52871.0,3235.0,5129.0,9775.0,1
40,2,2,2,80000,503,1.075,249,1,187,0.3704,0.0913,consumo,-1,-1,8,7302.0,31725.0,11095.0,57007.0,1
59,1,2,1,20000,579,0.2697,251,0,16,0.1559,1.0,consumo,-1,0,8,59812.0,9680.0,3183.0,2878.0,0
23,2,1,1,200000,348,0.2961,121,2,41,0.6206,1.0,consumo,3,-1,4,271204.0,41630.0,4739.0,57495.0,1
25,1,1,1,100000,649,0.711,186,0,2,0.2478,0.2017,vehiculo,0,3,0,20175.0,774.0,83878.0,9954.0,0
21,2,3,1,100000,627,0.1778,0,1,39,0.2335,0.0325,vehiculo,0,-1,0,3253.0,129917.0,18413.0,736.0,0
35,2,3,2,500000,541,0.1175,124,4,8,0.433,0.037,consumo,0,4,1,18479.0,78218.0,1985.0,17631.0,1
46,2,1,1,300000,682,0.2435,181,1,45,0.1061,0.0811,educacion,-1,0,6,24332.0,40111.0,5288.0,4721.0,1
23,2,1,2,20000,778,0.106,66,0,31,0.134,1.0,vehiculo,0,0,2,86117.0,54862.0,9563.0,518.0,0
60,2,3,1,150000,541,0.3076,163,2,10,0.6998,0.2487,negocio,5,1,0,37301.0,36035.0,3045.0,24549.0,1
77,2,2,2,300000,621,0.3103,134,0,63,0.1558,0.166,consumo,0,0,-1,49787.0,44997.0,8110.0,43105.0,0
61,1,2,1,200000,604,0.4154,134,0,18,0.1942,0.1932,vehiculo,0,-1,-1,38649.0,88930.0,14589.0,79625.0,0
67,1,2,1,200000,742,0.1138,219,0,15,0.0218,0.0155,educacion,1,-1,2,3098.0,111587.0,8408.0,3100.0,0
62,2,2,1,150000,597,0.1467,183,0,8,0.1113,0.3538,vivienda,0,-1,2,53067.0,49798.0,3567.0,6928.0,0
54,2,2,1,500000,646,0.1049,104,2,64,0.1782,0.0777,negocio,0,0,0,38844.0,20624.0,83.0,5567.0,0
72,2,3,1,30000,548,0.3836,279,0,7,0.0709,0.0365,vehiculo,-1,9,-1,1095.0,68200.0,2214.0,16463.0,0
25,2,1,2,20000,503,0.5305,277,1,72,0.3271,0.5545,vivienda,0,-1,-1,11090.0,122883.0,641.0,21634.0,1
51,2,2,1,10000,767,0.3827,69,0,111,0.267,1.0,negocio,0,2,0,53416.0,48401.0,385.0,36074.0,0
71,2,2,1,200000,552,0.3668,160,3,23,0.5732,0.1013,consumo,0,-1,5,20251.0,154926.0,3631.0,5341.0,1
33,2,2,1,80000,523,0.5691,102,0,47,0.1922,0.3483,consumo,0,3,3,27861.0,11359.0,82.0,6105.0,0
63,1,1,3,30000,571,0.3527,249,0,14,0.3046,0.2167,negocio,0,1,0,6502.0,62599.0,1954.0,28357.0,0
21,1,2,1,100000,587,0.3728,276,0,19,0.2847,0.3052,vehiculo,9,-1,1,30520.0,35621.0,20905.0,29861.0,0
42,2,1,1,10000,611,0.2644,156,1,76,0.4693,0.7935,negocio,1,0,0,7936.0,74408.0,18646.0,9357.0,1
35,1,3,3,20000,703,0.104,36,0,1,0.2755,1.0,vivienda,0,1,0,32727.0,10213.0,24076.0,5973.0,0
46,1,1,1,50000,605,0.4724,63,3,73,0.4727,0.4566,vivienda,0,1,1,22831.0,22090.0,43411.0,30715.0,1
38,1,3,3,30000,608,0.3001,134,1,19,0.2384,1.0,consumo,4,-1,-1,171337.0,66985.0,18989.0,8155.0,1
68,2,2,2,50000,588,0.2218,216,3,1,0.2936,1.0,consumo,0,4,-1,199959.0,38159.0,23055.0,10427.0,1
29,2,1,1,20000,670,0.1868,30,0,129,0.3493,1.0,consumo,0,-1,1,32810.0,178745.0,24511.0,22487.0,0
21,1,1,1,10000,634,0.1308,277,0,254,0.2515,1.0,negocio,-1,2,9,84409.0,347255.0,6871.0,7118.0,0
63,2,3,2,80000,632,0.4012,91,0,31,0.2437,0.8702,consumo,1,0,0,69614.0,97860.0,31327.0,6549.0,0
29,1,1,1,10000,606,0.5784,126,6,31,0.2583,0.7297,educacion,0,1,0,7298.0,3730.0,45251.0,13312.0,1
43,2,2,2,150000,814,0.1891,66,0,74,0.3429,0.8988,vehiculo,0,1,2,134827.0,27352.0,19693.0,8291.0,0
63,2,1,1,10000,673,0.2836,68,0,74,0.1966,1.0,vivienda,-1,0,2,72470.0,10043.0,7243.0,8623.0,0
65,2,3,2,150000,447,0.5083,41,1,32,0.3883,0.0065,educacion,-1,1,1,971.0,28649.0,8548.0,546.0,1
78,2,2,1,10000,300,0.6473,164,1,3,0.3128,1.0,vehiculo,0,5,2,44145.0,353.0,18941.0,18195.0,1
22,1,3,1,500000,640,0.8015,60,0,30,0.1317,0.0647,vivienda,-1,-1,-1,32359.0,10678.0,46937.0,2851.0,0
34,2,3,1,50000,443,0.2544,156,3,22,0.6788,0.1558,consumo,1,-1,-1,7792.0,56095.0,4007.0,6119.0,1
58,1,2,2,50000,633,0.149,224,0,10,0.2726,0.2623,educacion,-1,1,-1,13116.0,5093.0,6283.0,3903.0,0
60,1,1,1,50000,774,0.2167,214,0,26,0.0968,0.6352,educacion,-1,0,-1,31759.0,105798.0,9948.0,850.0,0
38,2,1,2,30000,573,0.6049,278,1,17,0.4801,0.054,vivienda,1,-1,5,1621.0,37030.0,17100.0,19952.0,1
36,2,1,1,20000,490,0.3122,213,4,23,0.3597,1.0,educacion,-1,0,-1,122211.0,6297.0,5783.0,4315.0,1
73,2,1,1,200000,524,0.5473,68,2,23,0.5985,0.4511,educacion,-1,0,-1,90218.0,46646.0,6501.0,2663.0,1
49,2,2,1,80000,715,0.0936,122,0,78,0.1178,0.0264,negocio,-1,-1,-1,2110.0,65357.0,7085.0,3620.0,0
64,2,3,2,20000,646,0.6577,127,1,3,0.0712,0.0227,consumo,0,0,4,453.0,14553.0,11790.0,25459.0,0
31,2,1,1,200000,634,0.3052,35,0,1,0.2581,0.0574,consumo,-1,-1,-1,11482.0,90030.0,7426.0,2952.0,0
26,1,1,2,200000,672,1.1001,68,0,27,0.043,0.107,consumo,0,0,-1,21401.0,744.0,19750.0,20770.0,0
23,2,2,1,300000,579,0.1503,154,2,68,0.3547,0.0791,educacion,5,0,1,23733.0,76667.0,2580.0,7747.0,1
34,2,3,2,10000,693,0.5008,93,0,9,0.0611,1.0,negocio,-1,-1,0,31603.0,5069.0,5322.0,6574.0,0
22,1,1,1,80000,609,0.2666,44,2,56,0.0439,0.1077,negocio,-1,-1,0,8618.0,146512.0,38830.0,5156.0,0
52,2,2,3,100000,347,0.0927,156,2,10,0.6865,0.4504,consumo,0,5,0,45040.0,78651.0,3610.0,6297.0,1
51,1,2,2,200000,681,0.8513,221,0,29,0.1222,0.0057,educacion,-1,0,2,1132.0,34690.0,4591.0,4321.0,0
31,2,1,1,100000,408,0.1074,62,2,105,0.7358,0.1758,consumo,0,0,-1,17576.0,63625.0,6006.0,24501.0,1
42,2,2,2,80000,456,0.665,188,2,77,0.4287,0.2032,consumo,-1,4,2,16259.0,20302.0,3549.0,24407.0,1
23,1,2,3,150000,700,0.1811,252,0,102,0.1352,0.3155,vehiculo,0,-1,8,47329.0,3681.0,29452.0,8210.0,0
70,1,3,1,80000,423,0.2942,98,2,14,0.5872,0.1018,educacion,3,0,-1,8146.0,33849.0,9404.0,12357.0,1
51,2,3,1,30000,564,0.3896,7,0,78,0.067,0.5508,consumo,-1,-1,0,16523.0,40497.0,10601.0,4880.0,0
53,2,3,1,100000,649,0.3005,151,0,110,0.0897,0.9101,vivienda,1,0,0,91013.0,5347.0,4883.0,4259.0,0
44,2,2,3,80000,677,0.2034,189,1,198,0.1125,0.1696,vehiculo,1,1,5,13571.0,45741.0,2312.0,1252.0,0
21,2,1,1,80000,500,0.4389,2,0,46,0.0449,0.328,vehiculo,-1,-1,-1,26242.0,108716.0,6611.0,53667.0,0
64,1,1,2,20000,517,0.3625,60,1,24,0.3759,1.0,negocio,2,2,2,42989.0,82634.0,18775.0,17045.0,1
35,1,2,1,200000,568,0.6619,102,1,37,0.0651,0.1617,negocio,0,-1,0,32340.0,10407.0,3969.0,40387.0,0
57,2,3,1,10000,424,0.471,278,0,56,0.4395,1.0,consumo,-1,9,-1,92829.0,179282.0,30302.0,24791.0,1
47,2,2,2,10000,424,0.2693,43,3,89,0.3759,1.0,vehiculo,-1,1,-1,26686.0,152881.0,7263.0,22243.0,1
